npe,B,T,D,dtype,kind,length,sequence,ops,task_us,tu_us,dma_us,sto_trf_us,parallelcopy_us,cluster_us,span_names,error
1,1,2048,4096,bfloat16,triple,3,MMS,M->M->S,4699.39300000004,4585.449000000139,1505.1360000000568,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,triple,3,MAM,M->A->M,4560.025999999954,4511.360000000102,1481.08499999973,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,triple,3,MAA,M->A->A,2359.469000000041,2308.2289999995846,701.5180000002729,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,triple,3,MAS,M->A->S,2455.008999999962,2404.6489999998594,954.4370000001509,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,triple,3,MSM,M->S->M,4875.27099999995,4756.961999999476,1906.6909999998752,544.4450000001816,0.0,0.0,DMA|Renegade::StoTrf|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,triple,3,MSA,M->S->A,2492.5130000000354,2442.1550000001444,1245.087999999756,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,triple,3,MSS,M->S->S,2522.673999999999,2472.359000000055,889.8200000000652,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,triple,3,AMM,A->M->M,4575.810000000056,4512.739000000292,1583.5280000001658,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,triple,3,AMA,A->M->A,2370.7519999999786,2307.8289999996778,873.5119999994058,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,triple,3,AMS,A->M->S,2511.292999999947,2448.1810000003316,956.1899999997113,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,triple,3,AAM,A->A->M,2389.2330000000075,2313.4790000001667,736.5340000001015,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,triple,3,AAA,A->A->A,419.41399999998976,99.97299999988172,419.3060000000987,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,triple,3,AAS,A->A->S,335.08700000005774,167.72100000013597,334.99800000025425,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,triple,3,ASM,A->S->M,2460.1539999999804,2416.9879999998957,980.0410000002012,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,triple,3,ASA,A->S->A,333.4409999999916,189.5310000006575,333.377000000095,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,triple,3,ASS,A->S->S,298.45100000000093,235.45400000025984,250.50499999988824,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,triple,3,SMM,S->M->M,4698.800999999978,4585.557999999961,1498.653000000515,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,triple,3,SMA,S->M->A,2450.1909999999916,2408.5109999997076,953.8849999998929,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,triple,3,SMS,S->M->S,2518.0010000000475,2476.198999999906,848.4480000004405,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,triple,3,SAM,S->A->M,2619.863999999943,2532.20800000045,908.6439999999711,545.5909999993164,0.0,0.0,DMA|Renegade::StoTrf|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,triple,3,SAA,S->A->A,397.0649999999441,332.949999999837,335.0040000000736,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,triple,3,SAS,S->A->S,317.655999999959,271.42200000036974,250.79999999993015,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,triple,3,SSM,S->S->M,2502.8850000000093,2476.4190000003437,835.4110000000801,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,triple,3,SSA,S->S->A,313.9320000000298,254.75199999986216,250.6950000000652,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,triple,3,SSS,S->S->S,345.155999999959,303.2410000001546,166.42800000007264,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,MMMM,M->M->M->M,9009.714000000036,8958.293999999645,3432.395999999717,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,MMMA,M->M->M->A,6810.027000000002,6761.360000000102,2209.209999999497,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,MMMS,M->M->M->S,6940.113999999943,6826.429999999469,2268.0629999993835,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,MMAM,M->M->A->M,6796.930000000051,6748.206999999238,2348.1139999991283,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,MMAA,M->M->A->A,4603.322000000044,4549.239999999874,1489.7519999999786,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,MMAS,M->M->A->S,4715.464000000036,4617.691999999806,1621.025999999838,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,MMSM,M->M->S->M,6906.680000000051,6849.077999999747,2255.6069999998435,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,MMSA,M->M->S->A,4740.25,4647.423000000184,1584.5189999997383,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,MMSS,M->M->S->S,4772.076000000001,4681.513000000501,1474.6930000003194,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,MAMM,M->A->M->M,6798.442000000039,6749.593000000459,2352.817000000039,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,MAMA,M->A->M->A,4599.28899999999,4550.720999999787,1626.1940000004834,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,MAMS,M->A->M->S,4726.508999999962,4612.7770000004675,1551.7809999997262,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,MAAM,M->A->A->M,4597.837000000058,4549.3129999999655,1495.6789999998873,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,MAAA,M->A->A->A,2398.511000000057,2346.0109999999404,828.3570000001928,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,MAAS,M->A->A->S,2488.0250000000233,2437.685999999987,1140.4899999999907,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,MASM,M->A->S->M,4898.390000000014,4784.7750000003725,1856.6599999996834,545.1489999996265,0.0,0.0,DMA|Renegade::StoTrf|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,MASA,M->A->S->A,2519.478000000003,2468.6940000000177,1222.8610000000335,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,MASS,M->A->S->S,2556.121000000043,2505.7409999999218,952.8840000000782,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,MSMM,M->S->M->M,6947.7970000000205,6855.541000000318,2241.2420000003185,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,MSMA,M->S->M->A,4908.893999999971,4791.039999999572,1947.2319999996107,545.0069999998668,0.0,0.0,DMA|Renegade::StoTrf|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,MSMS,M->S->M->S,4794.581000000006,4721.519999999902,1395.4100000006147,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,MSAM,M->S->A->M,4932.244999999995,4808.276000000071,1841.5160000001779,545.6000000000931,0.0,0.0,DMA|Renegade::StoTrf|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,MSAA,M->S->A->A,2683.18200000003,2616.417000000016,1395.842000000528,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,MSAS,M->S->A->S,2574.064000000013,2523.319000000134,975.4680000002263,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,MSSM,M->S->S->M,4975.655999999959,4852.573999999557,1878.6420000005746,545.1239999996033,0.0,0.0,DMA|Renegade::StoTrf|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,MSSA,M->S->S->A,2586.280000000028,2534.714999999618,1183.8970000009285,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,MSSS,M->S->S->S,2623.7110000000102,2573.367999999784,867.0490000001155,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,AMMM,A->M->M->M,6820.074999999953,6756.880000000005,2459.7570000000997,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,AMMA,A->M->M->A,4613.606000000029,4550.615000000107,1870.5219999998808,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,AMMS,A->M->M->S,4742.457000000053,4614.173999999999,1769.8359999993118,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,AMAM,A->M->A->M,4616.528000000049,4553.502000000095,1623.83499999973,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,AMAA,A->M->A->A,2407.4379999999655,2341.613999999827,977.2189999995753,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,AMAS,A->M->A->S,2545.3769999999786,2482.2910000003176,1061.7050000003073,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,AMSM,A->M->S->M,4713.067000000039,4641.133000000147,1613.073999999906,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,AMSA,A->M->S->A,2574.4949999999953,2509.9539999999106,1101.4319999994477,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,AMSS,A->M->S->S,2612.648999999976,2549.506000000285,975.688999999431,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,AAMM,A->A->M->M,4630.609999999986,4555.010000000126,1575.4229999999516,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,AAMA,A->A->M->A,2421.253999999957,2345.481000000029,846.710000000312,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,AAMS,A->A->M->S,2557.905000000028,2481.814000000013,1040.0459999998566,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,AAAM,A->A->A->M,2442.761000000057,2349.9660000002477,823.4279999998398,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,AAAA,A->A->A->A,503.85900000005495,133.28300000005402,503.72400000004563,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,AAAS,A->A->A->S,419.19799999997485,201.03699999989476,419.0950000002049,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,AASM,A->A->S->M,2704.4370000000345,2544.205000000191,1043.2679999995744,543.9300000000512,0.0,0.0,DMA|Renegade::StoTrf|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,AASA,A->A->S->A,416.72100000001956,222.66199999977835,416.6390000001993,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,AASS,A->A->S->S,356.83499999996275,276.52100000018254,334.63199999998324,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,ASMM,A->S->M->M,4782.994999999995,4618.560000000056,1580.565999999526,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,ASMA,A->S->M->A,2516.8429999999935,2458.3669999997364,1059.7759999997215,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,ASMS,A->S->M->S,2582.6269999999786,2524.242000000202,993.7550000003539,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,ASAM,A->S->A->M,2685.234000000055,2563.741000000271,1033.7300000000978,543.8739999998361,0.0,0.0,DMA|Renegade::StoTrf|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,ASAA,A->S->A->A,480.47299999999814,362.2089999996824,417.4759999999078,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,ASAS,A->S->A->S,386.5899999999674,323.0529999997234,334.90300000004936,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,ASSM,A->S->S->M,2569.4279999999562,2526.1250000004657,958.4229999999516,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,ASSA,A->S->S->A,385.4200000000419,322.1990000002552,334.6500000001397,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,ASSS,A->S->S->S,399.4470000000438,336.55199999990873,250.3650000001071,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,SMMM,S->M->M->M,6931.469999999972,6817.995000000345,2675.973999998765,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,SMMA,S->M->M->A,4730.559000000008,4617.287000000011,1518.6149999997579,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,SMMS,S->M->M->S,4807.439000000013,4750.6949999995995,1766.0030000007246,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,SMAM,S->M->A->M,4726.633000000031,4613.1179999999,1678.8860000001732,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,SMAA,S->M->A->A,2483.8059999999823,2442.154999999795,1119.4749999998603,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,SMAS,S->M->A->S,2551.2090000000317,2509.521000000066,953.8750000004657,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,SMSM,S->M->S->M,4933.108000000007,4852.965999999433,1868.2040000001434,543.8139999998966,0.0,0.0,DMA|Renegade::StoTrf|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,SMSA,S->M->S->A,2580.5010000000475,2538.5079999996815,1204.0069999998668,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,SMSS,S->M->S->S,2618.9229999999516,2577.2359999998007,887.7059999997728,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,SAMM,S->A->M->M,4784.204999999958,4692.381000000052,1591.7579999999143,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,SAMA,S->A->M->A,2689.118999999948,2583.9860000000335,1006.7769999998854,544.8549999997485,0.0,0.0,DMA|Renegade::StoTrf|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,SAMS,S->A->M->S,2619.283000000054,2531.269999999786,1238.6920000001555,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,SAAM,S->A->A->M,2829.9279999999562,2715.0349999991013,1076.2649999997811,543.9650000002002,0.0,0.0,DMA|Renegade::StoTrf|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,SAAA,S->A->A->A,505.0570000000298,417.27999999932945,416.8470000002999,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,SAAS,S->A->A->S,492.0119999999879,433.0669999999227,335.0820000001695,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,SASM,S->A->S->M,2764.969000000041,2651.982999999658,933.2250000004424,545.2149999996182,0.0,0.0,DMA|Renegade::StoTrf|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,SASA,S->A->S->A,379.13199999998324,329.1229999996722,334.4340000000084,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,SASS,S->A->S->S,413.95100000000093,367.9160000003176,250.3650000001071,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,SSMM,S->S->M->M,4770.094000000041,4686.140999999829,1498.589000000502,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,SSMA,S->S->M->A,2559.9719999999506,2518.2779999995837,1016.2170000001788,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,SSMS,S->S->M->S,2627.6110000000335,2585.912000000244,848.0089999998454,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,SSAM,S->S->A->M,2737.9220000000205,2631.027999999351,957.0149999998976,544.1659999999683,0.0,0.0,DMA|Renegade::StoTrf|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,SSAA,S->S->A->A,480.6800000000512,434.02699999907054,334.62100000004284,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,SSAS,S->S->A->S,397.8050000000512,355.35299999976996,250.6070000003092,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,SSSM,S->S->S->M,2612.268999999971,2585.8799999996554,852.739000000176,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,SSSA,S->S->S->A,397.3199999999488,355.2709999998333,249.9560000000056,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
1,1,2048,4096,bfloat16,quad,4,SSSS,S->S->S->S,446.1909999999916,404.280999999959,166.57600000000093,0.0,0.0,0.0,DMA|Renegade::TuExec|Task,
